id_transaccion;fecha_venta;id_provincia;id_sector;monto_ventas_musd
TX-140459;2023-01;2;S04;138.75
TX-140460;2041-10;6;S02;20.93
TX-140461;2034-09;8;S02;40.22
TX-140462;2017-09;4;S05;110.24
TX-140463;2029-01;3;S05;121.91
TX-140464;2019-07;4;S03;98.49
TX-140465;2035-02;7;S04;8.17
TX-140466;2032-09;3;S02;32.98
TX-140467;2035-05;3;S01;87.41
TX-140468;2036-06;4;S01;48.89
TX-140469;2025-12;6;S04;108.88
TX-140470;2016-04;6;S01;136.02
TX-140471;2021-10;1;S02;13.04
TX-140472;2036-08;5;S02;49.28
TX-140473;2041-04;5;S03;57.9
TX-140474;2023-07;2;S02;77.63
TX-140475;2042-02;4;S04;46.84
TX-140476;2023-01;8;S01;147.05
TX-140477;2040-11;1;S02;26.01
TX-140478;2033-11;1;S05;85.61
TX-140479;2032-11;4;S03;51.04
TX-140480;2020-08;1;S02;11.46
TX-140481;2030-07;1;S02;140.1
TX-140482;2037-02;6;S05;115.37
TX-140483;2037-07;1;S01;45.98
TX-140484;2038-05;4;S02;98.69
TX-140485;2016-12;7;S01;90.4
TX-140486;2016-07;2;S04;33.48
TX-140487;2017-05;6;S04;18.09
TX-140488;2038-01;5;S03;129.09
TX-140489;2016-09;2;S05;65.05
TX-140490;2017-07;4;S03;33.15
TX-140491;2027-07;4;S05;62.02
TX-140492;2041-10;3;S05;148.41
TX-140493;2039-12;1;S05;56.76
TX-140494;2023-01;8;S01;84.6
TX-140495;2025-12;6;S05;130.21
TX-140496;2017-02;4;S05;26.77
TX-140497;2020-10;1;S05;124.28
TX-140498;2036-09;2;S05;123.76
TX-140499;2021-02;2;S02;84.89
TX-140500;2017-04;6;S03;123.17
TX-140501;2039-10;4;S02;39.15
TX-140502;2042-01;8;S04;37.05
TX-140503;2033-08;4;S01;118.21
TX-140504;2029-09;1;S04;108.48
TX-140505;2039-11;8;S03;121.24
TX-140506;2026-09;6;S03;146.31
TX-140507;2038-04;6;S02;40.47
TX-140508;2019-12;8;S04;35.38
TX-140509;2031-03;1;S05;44.42
TX-140510;2033-12;1;S01;85.38
TX-140511;2042-06;4;S03;141.76
TX-140512;2039-05;3;S04;136.84
TX-140513;2023-08;7;S03;112.04
TX-140514;2035-07;8;S03;135.84
TX-140515;2019-10;5;S01;56.62
TX-140516;2030-03;5;S05;31.34
TX-140517;2023-08;1;S05;20.83
TX-140518;2033-04;4;S04;96.48
TX-140519;2036-02;3;S04;52.63
TX-140520;2042-03;4;S01;143.41
TX-140521;2017-09;2;S02;60.2
TX-140522;2035-02;4;S02;28.34
TX-140523;2018-07;4;S05;117.8
TX-140524;2022-07;4;S01;148.85
TX-140525;2039-09;5;S01;55.68
TX-140526;2039-02;7;S02;99.39
TX-140527;2024-04;6;S01;107.05
TX-140528;2031-06;1;S04;140.76
TX-140529;2037-01;2;S05;126.46
TX-140530;2039-08;1;S03;144.1
TX-140531;2033-08;3;S03;88.03
TX-140532;2032-06;3;S01;122.66
TX-140533;2025-09;8;S03;60.72
TX-140534;2034-05;7;S02;27.09
TX-140535;2036-09;6;S05;80.32
TX-140536;2036-12;1;S03;99.61
TX-140537;2021-08;3;S03;18.85
TX-140538;2033-03;5;S03;133.24
TX-140539;2025-02;5;S02;65.48
TX-140540;2023-04;5;S04;149.39
TX-140541;2018-10;8;S03;32.17
TX-140542;2029-04;2;S02;114.34
TX-140543;2027-01;1;S03;140.45
TX-140544;2030-02;1;S03;6.16
TX-140545;2034-09;2;S05;107.13
TX-140546;2031-03;5;S03;141.47
TX-140547;2027-12;6;S04;15.91
TX-140548;2039-12;4;S02;80.11
TX-140549;2026-03;1;S03;19.33
TX-140550;2039-06;1;S02;114.2
TX-140551;2040-05;8;S04;93.04
TX-140552;2017-04;1;S02;5.7
TX-140553;2027-03;7;S05;12.74
TX-140554;2034-08;6;S05;127.7
TX-140555;2016-08;3;S01;11.17
TX-140556;2026-12;5;S05;105.54
TX-140557;2020-04;4;S01;66.88
TX-140558;2030-12;4;S02;46.06
TX-140559;2018-09;7;S04;13.48
TX-140560;2027-11;7;S03;6
TX-140561;2023-08;7;S03;29.01
TX-140562;2023-10;4;S01;66.67
TX-140563;2037-04;3;S03;149.94
TX-140564;2032-12;3;  S01  ;11.88
TX-140565;2031-10;6;S01;15.13
TX-140566;2042-11;5;S04;126.61
TX-140567;2027-09;4;S01;73.13
TX-140568;2020-07;7;  S01  ;97.67
TX-140569;2017-05;1;S04;23.15
TX-140570;2036-04;7;S04;36.31
TX-140571;2022-11;7;S03;70.21
TX-140572;2023-10;4;S01;146.88
TX-140573;2030-10;4;S05;63.46
TX-140574;2042-09;4;S05;115.14
TX-140575;2021-04;8;S01;76.36
TX-140576;2016-01;7;S02;72.8
TX-140577;2040-05;5;S02;69.62
TX-140578;2024-12;8;S05;133.17
TX-140579;2039-12;1;S05;80.12
TX-140580;2028-09;3;S04;51.43
TX-140581;2021-08;5;S05;24.93
TX-140582;2035-08;3;S01;134.49
TX-140583;2016-04;7;  S01  ;137.67
TX-140584;2023-03;6;S02;130.31
TX-140585;2029-07;7;S04;114.99
TX-140586;2016-08;3;S03;16.1
TX-140587;2028-06;3;S05;21.69
TX-140588;2022-04;5;S02;70.63
TX-140589;2034-12;2;S01;8.84
TX-140590;2029-06;5;S01;50.01
TX-140591;2024-09;4;S04;55.1
TX-140592;2029-11;2;S03;61.58
TX-140593;2029-11;1;S03;74.54
TX-140594;2040-09;1;S05;19.03
TX-140595;2020-06;5;S01;137.8
TX-140596;2018-01;2;S04;95.84
TX-140597;2017-11;7;S02;72.68
TX-140598;2042-09;5;S05;64.74
TX-140599;2036-08;1;S04;91.27
TX-140600;2020-08;1;S05;18.82
TX-140601;2041-09;1;S01;27.29
TX-140602;2020-05;7;S03;37.27
TX-140603;2024-07;2;S05;25.47
TX-140604;2036-03;7;S04;129.93
TX-140605;2042-02;2;S02;147.2
TX-140606;2040-07;5;S01;102
TX-140607;2026-06;2;S03;7.5
TX-140608;2041-09;8;S03;45.65
TX-140609;2040-03;4;S02;147.46
TX-140610;2024-05;3;S04;45.13
TX-140611;2028-10;4;S05;118.76
TX-140612;2035-02;1;S04;10.85
TX-140613;2043-02;8;S03;35.04
TX-140614;2038-06;7;S04;20.09
TX-140615;2023-08;7;S02;101.59
TX-140616;2038-10;4;S05;63.78
TX-140617;2040-05;4;S03;39.87
TX-140618;2023-11;3;S03;49.63
TX-140619;2032-11;6;S04;47.82
TX-140620;2030-10;1;S02;92.91
TX-140621;2026-02;1;S02;32.02
TX-140622;2017-06;2;S04;133.59
TX-140623;2025-11;6;S01;142.25
TX-140624;2024-10;8;S04;56.51
TX-140625;2031-02;4;S03;11.67
TX-140626;2019-08;3;S05;109.66
TX-140627;2033-05;1;S03;11.47
TX-140628;2034-11;5;S02;50.73
TX-140629;2023-07;3;S04;32.44
TX-140630;2017-07;3;S02;140.41
TX-140631;2035-09;3;S05;72.23
TX-140632;2036-07;7;S01;10.55
TX-140633;2042-03;7;S05;108.34
TX-140634;2029-11;4;S03;149.61
TX-140635;2022-03;2;S03;72.76
TX-140636;2041-05;6;S04;137.82
TX-140637;2032-07;2;S04;98.47
TX-140638;2016-12;7;S01;127.01
TX-140639;2041-06;7;S05;132.48
TX-140640;2019-01;6;S03;20.19
TX-140641;2023-03;5;S01;75.38
TX-140642;2023-07;8;S05;75.31
TX-140643;2023-01;5;S02;126.75
TX-140644;2030-12;5;S01;136.34
TX-140645;2038-12;7;S05;12.92
TX-140646;2018-03;1;S03;99.23
TX-140647;2018-01;6;S01;64.66
TX-140648;2035-11;4;S04;127.98
TX-140649;2041-12;1;S04;16.6
TX-140650;2028-11;3;S03;98.76
TX-140651;2030-09;2;S02;13.41
TX-140652;2021-08;6;S01;109.18
TX-140653;2038-07;7;S03;96.1
TX-140654;2042-05;8;  S01  ;68.15
TX-140655;2034-09;4;S03;95.09
TX-140656;2020-05;2;S04;83.46
TX-140657;2042-02;1;S02;62.33
TX-140658;2020-01;1;S01;13.28
TX-140659;2025-09;7;S01;108.76
TX-140660;2036-08;4;S03;138.03
TX-140661;2035-02;6;S01;96.63
TX-140662;2020-08;1;S01;127.11
TX-140663;2032-08;5;S04;132.77
TX-140664;2037-02;2;S01;122.54
TX-140665;2018-04;8;S02;44.66
TX-140666;2020-02;5;S05;9.52
TX-140667;2028-02;1;S05;144.24
TX-140668;2033-02;6;S05;125.24
TX-140669;2039-08;3;S04;89.23
TX-140670;2037-12;1;S03;78.58
TX-140671;2042-10;8;S02;68.83
TX-140672;2034-07;4;S03;24.56
TX-140673;2022-07;3;  S01  ;49.61
TX-140674;2036-05;4;S01;30.32
TX-140675;2017-05;2;S04;82.91
TX-140676;2031-10;3;S01;112.81
TX-140677;2022-01;2;S02;65.31
TX-140678;2034-10;2;S05;107.69
TX-140679;2027-12;2;S05;144.72
TX-140680;2024-05;7;S04;75.9
TX-140681;2022-03;2;S01;58.01
TX-140682;2037-10;3;S01;114.93
TX-140683;2017-10;7;S05;84.63
TX-140684;2035-03;8;S04;58.93
TX-140685;2024-12;6;S02;109.18
TX-140686;2020-07;5;S02;20.92
TX-140687;2034-07;3;S04;126.43
TX-140688;2035-08;7;S01;37.21
TX-140689;2025-02;5;S03;98.76
TX-140690;2032-05;4;S05;62.76
TX-140691;2016-06;7;S05;80.74
TX-140692;2020-05;6;S04;16.34
TX-140693;2022-07;8;S04;92.16
TX-140694;2027-09;7;S01;31.83
TX-140695;2031-03;6;S04;93.92
TX-140696;2029-01;3;S05;113.81
TX-140697;2021-10;7;S01;21.75
TX-140698;2032-03;5;S05;24.88
TX-140699;2020-09;6;S04;118.95
TX-140700;2042-04;1;  S01  ;16.92
TX-140701;2020-01;3;S01;89.67
TX-140702;2039-04;8;S02;25.5
TX-140703;2038-06;6;S05;106.17
TX-140704;2019-06;4;S01;105.21
TX-140705;2028-02;1;S02;92.98
TX-140706;2018-02;6;S03;68.76
TX-140707;2020-07;8;S05;45.24
TX-140708;2040-12;4;S05;146.68
TX-140709;2020-09;7;  S01  ;104.3
TX-140710;2040-01;3;S05;61.82
TX-140711;2042-02;3;S01;37.37
TX-140712;2042-10;5;S05;98.64
TX-140713;2034-08;3;S01;25.94
TX-140714;2040-10;5;S02;115.26
TX-140715;2028-12;5;S05;85.42
TX-140716;2030-04;8;S04;62.03
TX-140717;2018-10;3;S05;35.12
TX-140718;2027-04;6;S05;11.51
TX-140719;2019-11;1;S04;40.43
TX-140720;2022-11;3;S04;85.79
TX-140721;2030-07;6;S01;115.54
TX-140722;2042-05;5;S01;80.34
TX-140723;2018-07;2;S04;118.75
TX-140724;2027-05;7;S01;56.91
TX-140725;2017-01;4;S01;6.99
TX-140726;2038-09;5;S04;58.38
TX-140727;2030-11;4;S02;82.76
TX-140728;2022-04;2;S03;106.48
TX-140729;2043-05;8;S05;50.29
TX-140730;2021-02;2;S05;131.5
TX-140731;2030-10;5;S04;11.97
TX-140732;2037-02;3;S02;104.62
TX-140733;2022-12;2;S02;64.58
TX-140734;2038-07;2;S02;102.84
TX-140735;2040-10;8;S05;24.01
TX-140736;2023-03;6;S05;9.66
TX-140737;2031-04;3;S04;70.56
TX-140738;2023-08;8;S01;104.5
TX-140739;2036-10;4;S03;47.42
TX-140740;2036-06;3;S03;6.48
TX-140741;2022-03;1;S01;80.05
TX-140742;2016-04;6;S04;51.26
TX-140743;2017-11;6;S01;120.6
TX-140744;2037-11;3;S04;68.66
TX-140745;2036-03;3;S03;122.13
TX-140746;2031-07;1;S02;53.32
TX-140747;2019-07;2;S02;69.18
TX-140748;2016-10;8;S03;112.48
TX-140749;2016-09;2;S02;52.61
TX-140750;2035-11;6;S01;12.05
TX-140751;2036-04;1;S01;46.35
TX-140752;2038-12;5;S03;144.35
TX-140753;2031-02;3;S02;37.81
TX-140754;2019-08;5;S05;89.5
TX-140755;2023-08;7;S01;56.61
TX-140756;2031-08;7;S01;7.84
TX-140757;2042-01;6;S01;141.17
TX-140758;2018-10;1;S03;109.44
TX-140759;2026-12;5;S04;38.47
TX-140760;2031-07;7;S01;147.53
TX-140761;2020-08;2;S01;143.89
TX-140762;2022-05;6;S02;30.21
TX-140763;2022-10;3;S05;14.84
TX-140764;2039-06;7;S03;107.53
TX-140765;2019-01;8;S05;6.4
TX-140766;2028-11;7;S04;132.22
TX-140767;2019-01;1;S02;127.78
TX-140768;2024-09;1;S02;37.58
TX-140769;2038-01;5;S02;75.06
TX-140770;2019-06;6;S04;71.89
TX-140771;2034-07;6;S01;74.3
TX-140772;2022-02;5;S02;114.93
TX-140773;2043-03;1;S01;55.03
TX-140774;2040-11;1;S05;46.4
TX-140775;2016-02;3;S04;51.01
TX-140776;2035-12;8;S05;145.59
TX-140777;2018-07;2;S03;129.75
TX-140778;2023-11;7;S04;146.25
TX-140779;2021-01;8;S05;63.45
TX-140780;2023-11;6;S04;5.54
TX-140781;2021-11;6;S03;90.3
TX-140782;2030-07;5;S04;56.13
TX-140783;2028-11;5;S03;114.19
TX-140784;2018-07;6;S03;100.78
TX-140785;2029-02;6;S04;137.99
TX-140786;2037-07;6;  S01  ;11.91
TX-140787;2016-07;8;S02;41.38
TX-140788;2036-06;5;S05;94.81
TX-140789;2021-10;8;S02;127.1
TX-140790;2030-08;7;S05;137.85
TX-140791;2042-02;6;S01;67.35
TX-140792;2016-11;3;S03;54.93
TX-140793;2016-09;3;  S01  ;147.12
TX-140794;2038-02;8;S04;39
TX-140795;2039-01;7;S03;48.62
TX-140796;2037-02;3;S03;22.85
TX-140797;2036-04;5;S02;6.51
TX-140798;2017-11;4;  S01  ;45.21
TX-140799;2021-06;4;S02;123.97
TX-140800;2037-04;1;S03;99.37
TX-140801;2020-02;3;S05;18.71
TX-140802;2018-11;2;S03;73.17
TX-140803;2035-02;6;S01;56.57
TX-140804;2026-08;5;S05;76.99
TX-140805;2031-02;1;S03;77.56
TX-140806;2037-11;5;S03;83.52
TX-140807;2023-06;3;S01;146.9
TX-140808;2035-01;1;S01;57.6
TX-140809;2029-07;6;S01;50.61
TX-140810;2035-07;1;S02;12.34
TX-140811;2028-06;8;S02;74.38
TX-140812;2016-07;3;S03;64.78
TX-140813;2027-12;2;S05;14.8
TX-140814;2017-04;5;S02;51.85
TX-140815;2022-05;7;S03;80.77
TX-140816;2023-10;5;S03;20.45
TX-140817;2016-01;6;S04;14.86
TX-140818;2042-09;8;S05;37.38
TX-140819;2035-04;8;S02;76.87
TX-140820;2040-05;6;S02;7.47
TX-140821;2020-08;5;S04;121.37
TX-140822;2028-02;2;S04;45.81
TX-140823;2017-07;4;  S01  ;47.82
TX-140824;2039-01;3;S05;83.04
TX-140825;2021-12;2;S04;105.03
TX-140826;2016-08;2;S03;132.29
TX-140827;2020-01;8;S01;47.98
TX-140828;2030-02;6;S01;109.51
TX-140829;2026-11;7;S01;115.16
TX-140830;2019-06;4;S01;53.02
TX-140831;2020-11;6;S04;19.31
TX-140832;2023-06;3;S01;43.27
TX-140833;2016-07;7;S03;122
TX-140834;2035-05;4;S03;28.3
TX-140835;2029-03;6;S02;53.06
TX-140836;2029-01;2;S02;113.95
TX-140837;2029-12;2;S02;19.29
TX-140838;2037-11;2;S01;90.8
TX-140839;2020-06;5;S02;7.45
TX-140840;2032-11;2;S04;44.72
TX-140841;2039-11;2;S05;115.42
TX-140842;2038-07;7;S05;44.82
TX-140843;2020-07;2;S01;20.95
TX-140844;2021-05;6;S01;99.69
TX-140845;2040-01;8;S04;98.48
TX-140846;2036-12;6;S03;80.4
TX-140847;2039-03;6;S03;145.96
TX-140848;2040-06;2;S04;47.8
TX-140849;2031-12;6;S01;78.46
TX-140850;2034-10;6;S02;71.87
TX-140851;2036-03;4;S05;61.23
TX-140852;2037-04;6;S01;52.81
TX-140853;2024-08;4;S03;122.01
TX-140854;2031-02;4;S05;74.59
TX-140855;2018-12;6;S01;67.69
TX-140856;2030-08;8;S04;15.99
TX-140857;2023-11;7;S03;35.68
TX-140858;2039-10;7;S02;107.31
TX-140859;2018-12;1;S05;82.05
TX-140860;2017-03;3;S01;85.72
TX-140861;2034-04;5;S02;37.68
TX-140862;2024-06;1;S02;80.94
TX-140863;2039-03;3;S02;100.26
TX-140864;2030-01;2;S01;92.67
TX-140865;2032-04;4;S01;133.64
TX-140866;2023-10;6;S05;16.09
TX-140867;2033-09;6;S04;116.78
TX-140868;2027-04;4;S02;71.6
TX-140869;2042-02;8;S05;27.32
TX-140870;2035-04;3;S05;22.85
TX-140871;2034-01;2;S04;69.93
TX-140872;2019-11;1;S04;27.42
TX-140873;2034-03;5;S02;94.24
TX-140874;2020-12;3;S01;38.37
TX-140875;2023-08;6;S01;86.95
TX-140876;2026-04;6;S03;128.99
TX-140877;2036-08;5;S03;71.73
TX-140878;2017-12;1;S05;45.43
TX-140879;2023-07;2;S03;115.59
TX-140880;2038-07;7;S02;31.53
TX-140881;2022-07;3;S02;53.96
TX-140882;2019-10;4;S04;137.59
TX-140883;2024-09;2;S01;49.42
TX-140884;2030-06;5;S04;45.63
TX-140885;2028-12;7;S01;130.81
TX-140886;2026-11;5;S05;85.48
TX-140887;2028-06;3;S05;37.45
TX-140888;2039-01;2;S01;5.85
TX-140889;2033-08;1;S04;120.84
TX-140890;2040-06;8;S05;15.31
TX-140891;2029-09;5;S04;14.74
TX-140892;2036-11;5;S01;22.17
TX-140893;2034-11;4;S05;141.8
TX-140894;2027-12;6;S02;143.97
TX-140895;2022-06;6;S04;85.18
TX-140896;2018-03;4;S01;136.91
TX-140897;2034-07;4;S03;125.95
TX-140898;2040-03;6;S01;145.74
TX-140899;2031-02;3;S05;97.59
TX-140900;2020-05;8;S03;137.18
TX-140901;2032-02;4;S03;96.87
TX-140902;2037-11;6;S03;48.37
TX-140903;2037-12;1;S05;34.22
TX-140904;2030-09;4;S02;48.95
TX-140905;2027-11;5;S01;145.5
TX-140906;2018-06;4;S03;87.68
TX-140907;2037-01;6;S05;92.49
TX-140908;2022-09;4;S01;99.64
TX-140909;2018-05;4;S05;31.43
TX-140910;2018-10;1;S01;140.77
TX-140911;2019-02;8;S05;128.08
TX-140912;2017-06;4;S01;6.05
TX-140913;2028-02;1;S03;129.86
TX-140914;2038-07;5;S05;146.34
TX-140915;2036-09;1;S04;75.22
TX-140916;2042-10;6;S02;21.22
TX-140917;2022-05;6;S03;94.25
TX-140918;2025-05;4;S03;41.57
TX-140919;2021-01;8;S04;74.72
TX-140920;2039-03;5;  S01  ;94.76
TX-140921;2022-01;3;S02;90.32
TX-140922;2039-10;3;S01;22.76
TX-140923;2019-10;7;S02;74.75
TX-140924;2036-08;1;S02;141.93
TX-140925;2016-09;8;S04;24.44
TX-140926;2029-07;4;S03;145.84
TX-140927;2017-04;3;S05;144.55
TX-140928;2034-04;6;S01;49.76
TX-140929;2038-02;8;S05;25.47
TX-140930;2033-07;8;S05;128.47
TX-140931;2032-11;5;S04;90.79
TX-140932;2034-02;3;S02;68.89
TX-140933;2033-03;5;S04;112.19
TX-140934;2026-10;5;S05;11.64
TX-140935;2018-04;2;S02;116.97
TX-140936;2018-01;2;S02;58.46
TX-140937;2031-04;5;S05;85.43
TX-140938;2018-03;6;S04;60.83
TX-140939;2019-06;4;S05;22.92
TX-140940;2025-10;8;S04;26.31
TX-140941;2042-06;7;S04;41.67
TX-140942;2032-08;3;S02;141.78
TX-140943;2041-11;8;S02;137.62
TX-140944;2020-06;6;S02;56.86
TX-140945;2018-11;5;S03;106.98
TX-140946;2026-04;8;S03;31.9
TX-140947;2039-02;2;S02;25.93
TX-140948;2027-11;8;S02;112.01
TX-140949;2030-08;4;S03;138.92
TX-140950;2023-06;6;S04;90.47
TX-140951;2022-12;8;S04;35.78
TX-140952;2034-04;2;S04;90.63
TX-140953;2027-11;8;S01;143.62
TX-140954;2025-06;6;S05;40.14
TX-140955;2024-01;4;S05;87.95
TX-140956;2020-07;8;S04;59.77
TX-140957;2042-08;2;S05;38.08
TX-140958;2018-04;3;S02;43.05
TX-140959;2031-10;8;  S01  ;141.57
TX-140960;2034-09;8;S05;147.26
TX-140961;2040-02;3;S02;108.92
TX-140962;2021-04;5;S02;53.15
TX-140963;2018-02;1;S03;62.02
TX-140964;2036-04;7;S04;119.97
TX-140965;2039-08;3;S03;57.52
TX-140966;2025-09;5;S02;56.36
TX-140967;2025-02;2;S05;16.64
TX-140968;2024-05;4;S03;140.23
TX-140969;2025-03;7;S02;36.11
TX-140970;2041-12;2;S04;108.73
TX-140971;2020-04;4;S01;68.75
TX-140972;2029-04;7;S05;9.42
TX-140973;2029-06;4;S03;36.16
TX-140974;2027-09;3;S03;63.39
TX-140975;2041-12;5;S03;10.91
TX-140976;2033-02;7;S02;12.35
TX-140977;2024-01;8;S03;56.58
TX-140978;2016-12;6;S04;141.57
TX-140979;2039-02;4;S01;15.96
TX-140980;2017-11;4;S05;47.51
TX-140981;2030-08;3;S05;74.97
TX-140982;2042-08;1;S04;27.9
TX-140983;2037-12;3;S03;128.09
TX-140984;2029-10;4;S03;74.69
TX-140985;2026-05;7;S05;26.47
TX-140986;2041-04;8;S02;127.77
TX-140987;2029-10;2;S01;65.86
TX-140988;2017-11;1;S05;67.69
TX-140989;2021-04;8;S03;25
TX-140990;2026-09;1;S02;39.3
TX-140991;2040-11;3;S02;137.97
TX-140992;2021-07;4;S03;106.59
TX-140993;2043-04;5;S02;43.44
TX-140994;2041-07;8;S05;87.68
TX-140995;2029-08;1;S05;78.57
TX-140996;2031-04;8;S05;122
TX-140997;2033-06;1;S05;34.4
TX-140998;2021-08;1;S01;118.07
TX-140999;2025-04;2;S05;53.53
TX-141000;2041-07;8;S04;53.06
TX-141001;2016-11;6;S05;40.15
TX-141002;2042-06;7;S05;113.01
TX-141003;2019-04;2;S02;88.96
TX-141004;2030-05;8;S01;5.46
TX-141005;2039-03;1;S03;131.29
TX-141006;2024-01;7;S01;146.57
TX-141007;2017-10;1;S01;55.03
TX-141008;2032-12;5;S02;143.04
TX-141009;2035-10;1;S03;100.88
TX-141010;2032-12;1;S01;40.45
TX-141011;2016-12;3;S04;120.11
TX-141012;2034-11;8;S01;133.71
TX-141013;2025-12;2;  S01  ;39.04
TX-141014;2020-10;8;S01;65.53
TX-141015;2033-07;6;S03;62.2
TX-141016;2036-05;1;S04;49.6
TX-141017;2021-05;2;S05;55.2
TX-141018;2030-12;6;S02;46.98
TX-141019;2024-10;5;S04;83.03
TX-141020;2020-12;8;S05;115.85
TX-141021;2028-07;4;S03;111.75
TX-141022;2023-12;4;S04;52.46
TX-141023;2018-07;6;S05;76.36
TX-141024;2027-09;5;S04;110.51
TX-141025;2022-01;3;S04;58.72
TX-141026;2039-01;7;S04;21.91
TX-141027;2029-12;2;S01;95.86
TX-141028;2022-12;4;S03;126.2
TX-141029;2017-07;4;S04;86.6
TX-141030;2028-03;7;S01;148.96
TX-141031;2024-05;3;S02;34.81
TX-141032;2042-11;6;S04;63.95
TX-141033;2026-06;6;S05;59.09
TX-141034;2018-10;2;S03;145.63
TX-141035;2035-09;3;S04;138.73
TX-141036;2039-01;1;S01;36.52
TX-141037;2024-06;2;S03;8.45
TX-141038;2035-03;5;S03;107.42
TX-141039;2034-10;6;S05;19.49
TX-141040;2022-07;1;S01;5.54
TX-141041;2035-08;2;S05;56.41
TX-141042;2041-11;1;S05;69.92
TX-141043;2028-12;1;S05;28.51
TX-141044;2018-06;2;S02;27.19
TX-141045;2019-10;6;S03;97.1
TX-141046;2033-10;8;S05;121.27
TX-141047;2042-08;4;S04;149.65
TX-141048;2039-12;7;S04;44.24
TX-141049;2021-04;7;S04;43.84
TX-141050;2028-09;5;S01;72.86
TX-141051;2041-10;1;S02;122.88
TX-141052;2029-04;7;S05;145.9
TX-141053;2029-02;4;S04;114.68
TX-141054;2040-09;3;S02;34.73
TX-141055;2042-04;7;S05;46.38
TX-141056;2037-02;3;S05;87.89
TX-141057;2017-09;3;S05;100.8
TX-141058;2023-10;3;S03;13.17
TX-141059;2023-02;7;S03;53.7
TX-141060;2029-10;6;S03;123.53
TX-141061;2029-10;5;S01;15.88
TX-141062;2033-08;2;S05;98.9
TX-141063;2022-01;5;S03;112.28
TX-141064;2030-09;5;S02;89.37
TX-141065;2037-09;1;S02;92
TX-141066;2034-07;8;S04;82.04
TX-141067;2034-05;1;S04;22.12
TX-141068;2026-12;8;S03;51.02
TX-141069;2035-11;2;S04;113
TX-141070;2031-10;4;S01;87.21
TX-141071;2031-02;8;S02;84.44
TX-141072;2021-01;1;S02;75.18
TX-141073;2023-12;7;S04;25.61
TX-141074;2033-08;3;S04;110.75
TX-141075;2038-03;6;S05;21.57
TX-141076;2016-09;4;S05;103.91
TX-141077;2036-02;3;S05;85.14
TX-141078;2036-12;7;S04;64.37
TX-141079;2035-11;3;S03;76.02
TX-141080;2030-09;3;S01;34.16
TX-141081;2029-08;8;S01;26.96
TX-141082;2023-08;6;S05;82.58
TX-141083;2035-11;5;S02;122.41
TX-141084;2031-02;4;S02;96
TX-141085;2016-05;8;S02;81.74
TX-141086;2034-05;4;S04;96.96
TX-141087;2029-11;2;S05;65.7
TX-141088;2026-09;1;S01;10.12
TX-141089;2035-07;3;S02;99.54
TX-141090;2039-06;7;S04;51.89
TX-141091;2018-08;7;S04;126.04
TX-141092;2040-01;3;S04;136.86
TX-141093;2041-06;2;S04;52.75
TX-141094;2034-11;5;S02;84.59
TX-141095;2019-10;3;S05;40.03
TX-141096;2041-09;1;S02;88.65
TX-141097;2022-11;2;S02;93.01
TX-141098;2019-05;3;S02;5.71
TX-141099;2038-05;5;S03;83.42
TX-141100;2020-12;3;S03;63.36
TX-141101;2032-11;7;S04;141.07
TX-141102;2026-01;6;S04;118.7
TX-141103;2016-09;5;S05;115.44
TX-141104;2034-08;5;S01;31.56
TX-141105;2024-06;3;S05;136.56
TX-141106;2018-03;4;S02;64.09
TX-141107;2021-10;3;S04;145.04
TX-141108;2027-06;3;S03;36.68
TX-141109;2026-11;3;S04;18.64
TX-141110;2037-07;3;S03;94.21
TX-141111;2039-05;5;S04;52.1
TX-141112;2032-08;5;S01;17.6
TX-141113;2033-11;2;  S01  ;129.5
TX-141114;2040-12;8;S03;88.64
TX-141115;2041-08;3;S01;97.62
TX-141116;2028-05;6;S03;93.14
TX-141117;2040-10;2;S04;144.21
TX-141118;2038-05;7;S04;13.37
TX-141119;2031-04;1;S01;8.96
TX-141120;2025-03;1;S03;59.3
TX-141121;2030-12;1;S01;117.94
TX-141122;2040-11;7;S03;11.46
TX-141123;2020-05;6;S05;41.03
TX-141124;2030-10;6;S02;137.38
TX-141125;2016-01;7;S02;110.8
TX-141126;2041-08;5;S02;130.7
TX-141127;2023-01;3;S05;27.54
TX-141128;2034-09;3;S01;11.51
TX-141129;2016-08;3;S02;143.91
TX-141130;2033-11;8;S01;75.98
TX-141131;2034-03;7;S03;56.03
TX-141132;2017-10;8;S04;110.28
TX-141133;2030-03;1;S01;72.64
TX-141134;2034-07;6;S04;12.41
TX-141135;2040-10;4;S02;85.59
TX-141136;2032-10;8;S02;22.67
TX-141137;2038-07;4;S01;7.62
TX-141138;2038-11;6;S05;105.67
TX-141139;2042-06;8;S02;77.42
TX-141140;2020-03;8;S04;53.44
TX-141141;2019-11;5;S05;50.21
TX-141142;2026-07;7;S02;110.24
TX-141143;2035-03;5;S02;131.94
TX-141144;2024-10;4;S05;31.46
TX-141145;2026-10;1;S01;83.96
TX-141146;2024-12;4;S05;75.38
TX-141147;2028-02;7;S05;75.72
TX-141148;2042-10;2;S03;131.92
TX-141149;2026-02;5;S01;103.15
TX-141150;2030-11;4;S05;116.89
TX-141151;2029-07;6;S04;50.56
TX-141152;2019-05;8;S04;27.91
TX-141153;2031-07;1;S02;11.64
TX-141154;2022-06;8;S05;112.19
