Column1.period;Column1.ideac_index;Column1.unemployment_rate;Column1.underemployment_rate
2037-07;109.3;3.88;22.7
11/07/2037;107.55;6.05;21.14
2037-07;108.05;4.11;16.65
2037-07;109.68;3.7;22.64
   2037-07   ;108.21;5.03;14.88
2037-07;111.08;5.01;17.27
2037-07;109.82;6.44;22.47
2037-07;109.36;3.43;22.42
2037-07;105.8;3.27;20.88
2037-07;103.91;6.79;20.71
2037-07;108.24;6;15.81
2037-07;97.14;6.29;22.07
2037-07;105.56;3.52;18.91
2037-07;99.78;4.96;22.52
2037-07;106.39;4.53;22.64
2037-07;101.96;6.67;22.89
2037-07;108.08;5.74;18.28
2037-07;104.73;4.23;20.03
2037-07;108.11;5.96;22.34
2037-07;106.39;5.84;16.12
   2037-07   ;111.94;4.98;15.28
2037-07;99.46;6.64;18.69
2037-08;105.22;5.43;21.82
2037-08;101.36;6.03;22.77
2037-08;100.62;4.53;14.89
   2037-08   ;105.83;6.47;19.09
2037-08;104.53;6.74;21.77
2037-08;109.35;4.63;14.66
07/08/2037;106.5;3.57;17.5
2037-08;107.11;5.04;20.55
2037-08;99.84;4.78;18.62
2037-08;103.58;4.21;20.1
2037-08;105.35;6.29;21.97
12/08/2037;107.2;6.54;14.72
2037-08;103.11;4.01;16.13
2037-08;105.95;6.68;21.1
2037-08;110.12;5.84;21.57
16/08/2037;107.24;5.34;18.49
2037-08;105.19;5.25;18.21
2037-08;106.13;6.2;21.49
2037-08;98.83;6.04;17.37
2037-08;98.18;NA;17.83
   2037-08   ;103.56;3.89;20.91
2037-08;102.78;6.03;22.74
2037-08;108.11;4.69;17.6
2037-08;106.77;4.31;22.12
2037-08;100.95;3.33;16.77
2037-08;103.21;6.66;15.68
2037-08;104.27;6.78;17.49
2037-08;106.59;4.75;15.66
   2037-08   ;103.63;5.06;21.24
2037-08;106.63;3.41;17.46
2037-08;100.3;5.95;14.88
2037-09;103.23;6.74;21.68
02/09/2037;110.56;4.59;19.71
2037-09;106.22;4.87;20.02
   2037-09   ;104.83;3.83;17.95
2037-09;99.69;4.57;22.66
2037-09;101.53;4.93;21.72
2037-09;102.05;4.51;22.16
2037-09;103.34;6.23;19.62
2037-09;104.41;6.28;15.34
2037-09;104.99;5.33;22.98
   2037-09   ;104.97;5.7;22.89
12/09/2037;106.66;4.26;18.67
2037-09;108.74;3.48;22.98
   2037-09   ;114.27;NA;22.34
2037-09;107.52;6.3;19.49
   2037-09   ;104.66;6.3;22.37
2037-09;98.35;6.58;21.08
2037-09;107.56;5.02;15.77
2037-09;111.85;4.33;19.77
20/09/2037;108.98;6.11;17.99
2037-09;106.71;4.41;22.23
22/09/2037;110.06;5.27;15.67
23/09/2037;106.22;3.74;18.1
2037-09;103.06;4.74;17.02
2037-09;100.13;6.37;18.77
   2037-09   ;99.95;6.73;21.07
2037-09;102.46;NA;21.66
   2037-09   ;108.7;4.84;18.7
2037-09;103.53;6.62;19.76
30/09/2037;105;6.53;14.76
2037-10;102.39;5.04;22.13
2037-10;110.09;6.56;18.26
2037-10;99.59;4.44;16.96
2037-10;102.96;4.69;16.52
05/10/2037;104.67;6.65;16.1
2037-10;101.54;3.21;15.23
2037-10;100.8;6.62;17.08
2037-10;103.86;4.82;18.23
2037-10;105.91;4.89;18.78
2037-10;106.16;3.92;18.48
2037-10;106.07;3.72;21.54
2037-10;101.24;5.31;22.54
2037-10;104.52;4.17;14.77
2037-10;98.58;6.61;20.86
   2037-10   ;106.58;3.22;19.13
16/10/2037;104.66;3.6;21.96
2037-10;108.39;4.08;17.01
2037-10;109.48;6.06;17.6
2037-10;108.06;4.02;19.25
2037-10;106.13;5.79;19.05
2037-10;101.08;4.25;21.28
2037-10;105.82;5.77;15.93
2037-10;111.2;3.79;20.72
2037-10;110.56;6.52;17.48
2037-10;108.53;5.87;17.33
   2037-10   ;107.26;6.7;22.19
2037-10;110.08;3.79;21.46
28/10/2037;96.82;3.84;16.99
   2037-10   ;107.19;3.83;16.71
2037-10;106.03;4.71;16.07
2037-10;105.32;5.39;17.18
2037-11;102.49;5.07;21.47
2037-11;110.96;4.83;21.77
2037-11;98.04;5.56;19.74
04/11/2037;106.91;4.35;18.67
   2037-11   ;105.01;4.16;20.95
2037-11;106.53;3.93;21.28
07/11/2037;110.86;4.28;20.51
08/11/2037;103.52;3.84;21.12
2037-11;103.2;4.6;16.6
2037-11;106.71;6.47;17.33
2037-11;101.28;3.7;18.92
2037-11;101.54;6.64;17.16
2037-11;113.95;3.48;14.5
2037-11;105.54;5.43;17.78
2037-11;107;4.84;20.15
16/11/2037;101.03;6.47;19.95
2037-11;102.59;5.21;20.82
2037-11;101.52;4.47;18.99
2037-11;101.91;4.97;17.63
2037-11;101.99;3.62;21.09
21/11/2037;104.15;4.84;17.64
2037-11;100.65;6.48;22.15
2037-11;107.3;5.44;20.57
2037-11;104.34;5.7;16.88
2037-11;106.61;6.02;20.94
26/11/2037;107.77;3.87;18.2
2037-11;110.8;3.3;17
2037-11;105.01;4.87;21.75
2037-11;107.43;5.89;20
   2037-11   ;106.73;3.94;20.31
2037-12;104.76;5.28;15.55
2037-12;107.2;6.33;20.88
   2037-12   ;104.9;4.06;16.09
2037-12;102.19;6.78;22.42
2037-12;105.05;4.75;15.33
2037-12;107.48;6.57;21.29
2037-12;103.2;3.48;19.95
08/12/2037;109.64;4.4;18.99
09/12/2037;110.44;3.36;20.63
2037-12;103.6;5.38;17.5
2037-12;104.43;6.23;16.65
2037-12;103.86;6.32;20.15
2037-12;106.28;NA;21.41
14/12/2037;106.89;4.34;22.16
2037-12;102.07;6.44;15.75
2037-12;106.54;3.49;21.63
2037-12;103.68;5.36;19.51
   2037-12   ;112.72;6.08;19.75
2037-12;108.63;4.05;22.39
2037-12;108.72;5.44;21.6
2037-12;97.47;5.38;15.76
2037-12;111.46;4.87;21.79
2037-12;105.97;3.33;21.62
2037-12;103.44;6.54;17.03
25/12/2037;101.19;4.72;22.57
26/12/2037;108.49;5.61;16.92
   2037-12   ;107.45;5.58;15.3
2037-12;109.65;3.39;22.68
2037-12;104.36;4.4;22.54
2037-12;107.21;3.96;16.48
2037-12;105.47;4.18;15.87
01/01/2038;106.65;5.68;15.79
02/01/2038;104.7;5.09;14.81
   2038-01   ;102.85;5.67;15.21
2038-01;100.51;4.75;22.01
2038-01;103.58;3.67;21.74
2038-01;107.05;4.77;18.62
07/01/2038;101.97;3.64;22.3
2038-01;107.14;3.44;16.83
2038-01;98.86;5.53;18.53
   2038-01   ;101.02;5.6;19.76
11/01/2038;100.72;6.74;21.38
2038-01;109.04;6.11;19.07
2038-01;107.76;5.79;19.22
2038-01;106.8;5.98;16.18
15/01/2038;113.69;NA;15.91
2038-01;107.12;6.51;21.19
17/01/2038;101.65;3.52;18.34
2038-01;105.13;4.94;20.38
19/01/2038;110.04;3.77;20.3
2038-01;103.6;5.39;15.34
2038-01;105.57;6.04;20.72
2038-01;108.32;5.1;16.58
2038-01;113.33;6.77;15.03
2038-01;107.46;4.55;14.98
2038-01;110.85;5.63;21.48
2038-01;105.43;5.85;20.89
2038-01;104.48;6.26;20.45
28/01/2038;103.38;3.85;19.71
2038-01;104.7;5.89;22.55
2038-01;107.84;3.61;21.61
2038-01;109.17;6.27;19.71
2038-02;108.68;6.04;19.14
02/02/2038;100.07;6.27;15.79
2038-02;101.32;6.14;17.59
2038-02;102.92;3.46;18.33
   2038-02   ;103.35;6.22;17.39
2038-02;104.65;NA;16.45
07/02/2038;100.47;4.02;16.2
2038-02;103.07;4.35;15.29
2038-02;102.95;3.37;19.58
10/02/2038;104.38;5.95;17.48
2038-02;106.56;5.49;20.55
2038-02;101.93;3.76;20.51
2038-02;102.42;4.04;22.98
14/02/2038;110.42;3.72;20.37
15/02/2038;104.58;6.55;14.82
2038-02;99.93;3.54;22.44
2038-02;101.11;4.92;22.74
2038-02;103.67;4.7;21.9
2038-02;101.42;NA;15.93
2038-02;107.68;3.29;15.41
2038-02;103.65;4.27;17.65
2038-02;108.11;3.21;21.57
2038-02;101.89;3.85;15.6
2038-02;103.55;6.43;21.66
2038-02;103.78;6.68;16.59
2038-02;100.04;4.13;19.39
   2038-02   ;102.63;3.41;14.53
2038-02;103.34;5.79;18.4
2038-03;100.55;NA;15.12
2038-03;109.59;4.97;21.3
2038-03;106.19;NA;22.08
04/03/2038;104.79;6.3;19.79
2038-03;99.26;3.37;14.64
2038-03;101.13;5.54;21.83
2038-03;107.72;3.93;18.02
2038-03;118.78;4.84;20.78
   2038-03   ;98.56;5.55;17.86
2038-03;98.73;6.75;17.93
2038-03;105.17;4.85;15.89
2038-03;105.45;3.31;16.48
   2038-03   ;102.87;4.9;21.48
2038-03;104.61;5.08;18.02
2038-03;112.45;5.91;16.87
2038-03;103.43;6.29;18.77
2038-03;109.83;NA;19.66
2038-03;105.96;6.05;21.21
2038-03;103.55;6.26;18.47
2038-03;106.6;4.37;14.56
2038-03;103.86;3.3;17.65
22/03/2038;104.96;5.8;22.05
2038-03;97.87;5.22;17.48
2038-03;103.74;3.52;15.18
   2038-03   ;97.75;3.48;17.14
2038-03;109.27;4.41;19.4
2038-03;100.94;6.64;17.34
2038-03;112.23;5.72;21.69
29/03/2038;110.78;6.59;19.15
   2038-03   ;108.31;6.04;16.04
2038-03;104.04;4.63;17.4
2038-04;104.34;5.86;21.29
2038-04;103.05;NA;14.94
2038-04;104.96;3.78;18.56
2038-04;106.77;4.34;17.96
2038-04;103.75;4.66;20.13
2038-04;106.51;4.75;22.76
2038-04;106.41;3.96;20.51
2038-04;107.96;3.48;19.63
2038-04;107.62;5.54;17.98
2038-04;102.14;5.16;18.32
2038-04;110.18;4.19;20.19
2038-04;106.49;3.35;19.4
2038-04;107.15;4.38;20.37
2038-04;98.47;4.58;17.44
2038-04;104.12;3.74;20.82
2038-04;107.06;5.87;19.83
   2038-04   ;111.22;6.37;21.54
18/04/2038;99.25;4.57;18.45
19/04/2038;109.33;4.88;15.69
2038-04;98.49;3.33;19.26
2038-04;104.49;3.54;21.77
2038-04;104.87;3.37;22.15
23/04/2038;102.03;3.32;22.2
2038-04;108.81;6.78;15.46
2038-04;107.21;4.01;16.98
26/04/2038;103.25;6.63;19.97
2038-04;110.04;3.83;16.12
2038-04;106.47;6.2;15.31
2038-04;102.9;NA;20.91
30/04/2038;100.47;4.86;15.12
2038-05;102.98;3.94;19.12
2038-05;99.8;6.15;18.99
03/05/2038;101.67;5.01;22.38
   2038-05   ;109.65;4.4;18.59
   2038-05   ;102.71;5.78;15.38
2038-05;108.36;NA;21.81
2038-05;102.49;5.86;16.1
2038-05;107.11;4.46;18.23
2038-05;96.7;6.42;14.71
2038-05;100.8;6.6;16.39
2038-05;101.16;NA;20.77
2038-05;105.8;5.4;22.02
   2038-05   ;107.27;5.3;18.15
   2038-05   ;103.77;6.1;19.12
2038-05;105.31;5.02;19.06
2038-05;102.83;4.38;14.96
2038-05;104.42;4.69;14.94
2038-05;105.07;4.92;21.75
2038-05;105.98;5.67;22.27
2038-05;101.27;6.35;17.96
2038-05;97.39;4.94;16.99
22/05/2038;108.21;4.16;19.69
   2038-05   ;106.89;6.21;21.78
2038-05;105.05;3.9;22.15
   2038-05   ;103.82;3.54;21.02
2038-05;107.99;6.21;19.87
2038-05;111.8;5.15;17.12
   2038-05   ;103.17;4.35;22.66
29/05/2038;104.1;3.31;22.95
2038-05;99.45;4.13;16.17
31/05/2038;102.84;4.87;19.98
01/06/2038;114.24;5.57;20.2
2038-06;111.22;4.42;20.6
2038-06;104.66;5.83;20.75
2038-06;103.27;4.22;20.31
05/06/2038;102.88;4.93;18.68
2038-06;102.87;3.97;14.82
2038-06;104.89;6.14;19.11
2038-06;109.1;6.78;15.81
2038-06;106.3;5.03;16.23
2038-06;102.67;5.56;15.69
11/06/2038;101.58;3.64;17.78
2038-06;102.25;5.74;18.13
2038-06;103.98;NA;15.67
2038-06;107.43;5.97;19.51
2038-06;103.03;4.71;19.86
   2038-06   ;106.79;5.9;21.75
2038-06;107.92;3.72;18.92
2038-06;105.04;4.9;22.23
2038-06;97.19;5.32;18.68
2038-06;102.15;5.75;21.81
2038-06;100.57;6.25;17.76
2038-06;111.77;4.07;19.81
2038-06;102.5;3.3;21.73
2038-06;100.99;6.5;19.14
2038-06;101.41;3.89;14.94
2038-06;106.54;4.94;15.84
2038-06;106.95;6.36;14.9
28/06/2038;99.68;4.77;19.71
2038-06;105.1;5.5;16.92
2038-06;101.6;6.28;16.44
2038-07;106.58;3.69;18.06
2038-07;106.04;6.19;19.87
2038-07;106.34;3.4;19.52
2038-07;102.84;5.38;14.94
   2038-07   ;110.11;4.28;17.09
2038-07;100.67;4.03;20.79
2038-07;105.28;5.04;15.88
   2038-07   ;105.31;4.93;21.04
2038-07;97.2;5.69;17.37
2038-07;106.48;3.21;22.69
11/07/2038;104.64;5.97;14.61
12/07/2038;102.73;4.43;21.46
2038-07;106.16;3.3;15.04
2038-07;105.51;5.58;15.93
2038-07;96.36;4.25;22.19
16/07/2038;111.94;6.55;16.47
2038-07;103.31;6.19;15.72
2038-07;110.18;NA;16.45
2038-07;107.38;3.26;16.1
2038-07;113.02;6.25;22.06
2038-07;103.95;4.19;14.52
   2038-07   ;103.51;5.69;20.83
23/07/2038;109.45;5.97;18.25
2038-07;111.48;6.39;19.51
2038-07;104.67;6.1;19.43
   2038-07   ;104.62;NA;21.05
2038-07;108.18;6.74;15.99
2038-07;111.19;4.52;17.25
   2038-07   ;101.93;6.11;20.74
30/07/2038;112.19;3.42;14.73
2038-07;103.79;6.26;20.6
2038-08;105.64;4.84;19.02
   2038-08   ;99.62;3.91;19.71
2038-08;107.66;5.19;21.22
04/08/2038;107.24;6.09;22.35
2038-08;103.27;6.5;16.46
2038-08;100.72;6.63;19.18
2038-08;107.07;3.78;16.45
2038-08;108.34;4.68;21.21
2038-08;102.57;4.28;22.44
2038-08;107.92;3.61;21.11
2038-08;106.1;5.89;16.49
12/08/2038;104.67;6.53;20.86
2038-08;103.71;6.68;18.31
2038-08;104.01;5.72;17.96
15/08/2038;110.2;4.22;22.82
2038-08;111.04;NA;22.38
2038-08;101.94;5.33;20.33
2038-08;99.92;4.3;20.8
2038-08;100.88;5.22;18.55
2038-08;107.49;3.5;14.61
2038-08;112.47;5.4;19.33
2038-08;103.44;6.4;19.11
2038-08;110.25;4.01;15.49
2038-08;94.79;4.55;18.02
2038-08;103.88;3.69;15.55
2038-08;108.62;4;17.86
2038-08;104.37;5.57;18.95
2038-08;107.83;6.02;17.81
2038-08;102.35;3.5;19.51
   2038-08   ;105.8;3.54;14.79
2038-08;105.79;4.98;19.28
2038-09;111.1;NA;19.74
2038-09;107.44;4.13;17.18
2038-09;104.66;6.4;18.41
2038-09;101.46;5.43;16.37
05/09/2038;111.24;4.41;17.26
2038-09;103.46;5.44;20.02
2038-09;100.87;6.63;16.85
   2038-09   ;105.52;3.92;17.81
2038-09;112.17;5.54;16.32
2038-09;101.88;5.49;22.84
   2038-09   ;107.18;5.76;15.39
2038-09;98.57;5.71;21.74
2038-09;93.78;3.68;16.78
2038-09;107.17;3.89;16.52
15/09/2038;98.32;3.73;22.9
2038-09;113.55;6.78;14.58
2038-09;107;6.18;21.43
2038-09;106.45;6.15;19.27
2038-09;107.64;5.12;20.93
2038-09;107.99;5.64;19.98
21/09/2038;104.65;3.31;22.6
2038-09;106.42;6.15;22.59
2038-09;107.15;3.21;22.34
2038-09;103.11;3.86;15.53
2038-09;107.34;4.26;17.6
26/09/2038;98.71;6.4;21.95
2038-09;103.47;3.93;15.17
28/09/2038;114.6;5.98;19.48
2038-09;104.16;4.53;16.77
2038-09;105.7;4.52;15.58
2038-10;101.51;4.97;21.41
2038-10;103.54;5.34;17.67
2038-10;97.6;4.48;22.24
2038-10;106.73;3.88;15.69
2038-10;96.15;6.71;22.93
06/10/2038;107.18;6.22;18.38
07/10/2038;105.44;3.76;14.94
2038-10;107.75;6.74;19.76
2038-10;107.93;5.52;14.91
2038-10;106.38;3.4;22.84
   2038-10   ;108.15;NA;15.14
2038-10;108.44;3.43;19.92
2038-10;103.26;5.54;16.89
2038-10;107.33;6.51;18.38
2038-10;101.34;4.67;16.71
2038-10;106.77;5.94;22.6
2038-10;103.12;3.26;15.69
2038-10;105.07;4.85;14.79
   2038-10   ;105.93;3.63;19.81
20/10/2038;108.89;3.77;18.79
2038-10;96.81;5.64;19.48
   2038-10   ;97.3;5.64;22.27
   2038-10   ;102.19;3.91;14.57
2038-10;105.6;4.96;19.85
2038-10;102.74;5.41;21.71
2038-10;108.55;3.24;16.42
2038-10;104.61;5.41;20.93
28/10/2038;110.29;3.8;14.85
2038-10;104.76;3.92;17.28
2038-10;108.13;3.62;21.35
2038-10;98.7;5.54;18.46
2038-11;110.1;5.82;21.32
02/11/2038;102.83;5.88;18.58
2038-11;115.3;5.41;19.1
2038-11;103.85;5.01;16.77
2038-11;100.75;5.66;16.75
06/11/2038;108.02;6.15;17.27
2038-11;107.14;3.71;18.26
2038-11;94.89;6.43;22.01
2038-11;102.86;4.94;20.59
   2038-11   ;112.3;5.19;18.93
2038-11;111.06;4.1;21.77
2038-11;98.46;4.94;17.5
   2038-11   ;106.1;5.59;19.27
2038-11;108.15;3.45;21.54
2038-11;113.79;6.25;16.35
2038-11;106.89;5.09;19.14
17/11/2038;114.36;6.72;20.66
2038-11;106.14;4.93;20.11
2038-11;103.77;5.98;15.77
2038-11;101.41;5.97;15.05
2038-11;100.3;4.27;20.65
2038-11;105.12;5.84;19.37
2038-11;106.98;5.6;20.57
2038-11;103.26;3.62;18.35
25/11/2038;102.72;6.02;21.34
2038-11;110.79;4.19;19.87
27/11/2038;106.61;4.35;16.29
2038-11;106.5;NA;14.62
2038-11;106.76;5.88;21.8
2038-11;105.76;4.46;19.52
2038-12;103.34;3.35;21.04
   2038-12   ;110;6.47;19.89
2038-12;106.24;NA;15.97
   2038-12   ;99.09;3.73;20.49
2038-12;108.91;6.21;21.02
   2038-12   ;107.08;4.48;16.93
2038-12;96.32;4.62;17.15
2038-12;104.24;3.84;20.9
2038-12;107.96;3.36;20.66
   2038-12   ;100.51;5.13;15.89
2038-12;98.66;4.32;15.57
12/12/2038;108.21;5.15;17.98
2038-12;108.39;4.57;14.66
2038-12;107.98;5.44;17.92
2038-12;109.36;3.73;20.1
2038-12;108.17;3.82;22.89
2038-12;101.24;5.19;21.65
2038-12;104.18;5.98;16.08
2038-12;106.39;5.67;20.45
2038-12;99.55;4.03;16.22
2038-12;110.54;5.96;19.16
22/12/2038;106.3;6.76;17.44
2038-12;100.49;4.02;17.45
24/12/2038;103.87;4.49;20.08
2038-12;103.31;6.15;19.57
2038-12;102.99;4.81;21.07
2038-12;100.55;4.16;18.94
2038-12;109.35;4.49;15.05
2038-12;95.66;4.86;21.47
2038-12;103.1;4.78;20.3
2038-12;107.13;6.51;22.05
2039-01;104.29;NA;16.38
2039-01;99.9;NA;22.78
   2039-01   ;100.83;5.8;16.87
2039-01;109.55;6.67;21.24
05/01/2039;104.74;4.68;19.52
2039-01;101.75;3.46;18.95
07/01/2039;103.17;5.03;17.99
2039-01;103.93;4.4;20.95
09/01/2039;100.32;4.35;22.61
2039-01;100.06;5.08;21.87
2039-01;102.56;3.71;20.99
2039-01;103.26;4.02;15.73
13/01/2039;98.64;6.63;20.84
14/01/2039;107.85;3.43;22.31
2039-01;92.81;5.88;20.23
2039-01;108.15;6.68;20.86
2039-01;104.4;5.56;21.87
18/01/2039;98.79;4.07;18.26
2039-01;108.86;6.13;18.74
2039-01;107.14;3.2;21.76
2039-01;95.25;3.56;21.08
2039-01;111.1;4.55;21.62
2039-01;114.04;5.84;15.18
24/01/2039;107.58;5.84;18.14
2039-01;105.6;4.86;17.56
2039-01;109.45;4.85;21.31
2039-01;104.86;4.5;21.93
28/01/2039;100.18;4.81;20.36
2039-01;110.64;3.39;20.28
2039-01;102.43;3.7;19.06
   2039-01   ;104.49;6.37;16.65
01/02/2039;106.99;5.87;20.46
   2039-02   ;104.01;3.4;16.97
2039-02;110.68;6.2;20.89
   2039-02   ;101.9;5.14;20.62
2039-02;110.62;4.12;17
2039-02;100.78;6.44;16.14
2039-02;97.98;6.34;22.16
2039-02;107.49;5.59;19.23
2039-02;106.37;5;16.48
10/02/2039;104.33;5.91;19.69
2039-02;108.15;6.26;19.1
   2039-02   ;108.78;3.53;18.76
13/02/2039;105.07;3.95;18.19
2039-02;101.29;5;16.89
2039-02;102.36;3.41;20.4
2039-02;108.47;6;19.98
2039-02;101.18;4.95;18.19
2039-02;107.85;3.62;15.56
2039-02;107.13;6.65;22.25
20/02/2039;104.94;5.7;20.22
2039-02;105.55;3.58;18.26
2039-02;105.31;6.5;20.78
2039-02;100.06;5.08;15.88
2039-02;105.44;6.69;18.03
2039-02;110.13;4.52;22.12
2039-02;100.39;5.77;14.63
2039-02;110.32;6.49;16.6
28/02/2039;109.57;6.65;15.49
2039-03;96.06;3.82;15.23
2039-03;98.21;5.3;19.26
2039-03;106.38;4.43;19.76
2039-03;111.08;5.44;18.82
2039-03;107.32;NA;17.36
2039-03;108.22;NA;20.58
   2039-03   ;104.48;3.92;17.2
2039-03;99.27;5.12;16.67
2039-03;111.36;5.24;17.12
2039-03;99.78;3.62;20.64
2039-03;107.64;4.28;21.53
2039-03;104.07;6.59;19.21
2039-03;110.21;6.08;16.26
14/03/2039;104.86;5.07;20.76
2039-03;105.97;6.41;17.72
   2039-03   ;103.61;6.43;17.59
2039-03;102.39;5.25;17.81
2039-03;102.44;4.21;20.46
2039-03;104.46;5.53;21.95
2039-03;108.63;5.5;21.24
2039-03;100.52;4.26;18.28
22/03/2039;110;6.17;18.62
23/03/2039;112.32;5.47;15.97
2039-03;102.7;4.54;22.64
2039-03;94.53;3.9;14.95
2039-03;99.15;5.04;19.62
2039-03;101.49;3.23;14.92
   2039-03   ;105.74;5.47;17.28
2039-03;107.1;6.8;18.97
2039-03;113.34;5.63;21.13
   2039-03   ;99.27;5.87;17.84
2039-04;112.52;4.42;15.27
   2039-04   ;110.64;6.52;18.47
2039-04;110.57;6.75;16.47
2039-04;98.98;3.51;17.16
2039-04;106.24;3.9;20.17
2039-04;107.39;4.78;21.55
2039-04;101.48;5.79;17.5
   2039-04   ;104.46;4.22;21.6
2039-04;107.19;5.02;18.72
10/04/2039;102.67;5.92;22.96
2039-04;105.37;5.04;19.65
2039-04;118.21;4.04;17.12
2039-04;99.83;3.89;21.58
2039-04;106.93;3.96;18.01
2039-04;108.34;5.37;21.2
2039-04;101.44;3.69;20.99
17/04/2039;108.06;3.67;17.3
2039-04;107.74;3.89;22.48
2039-04;96.68;5.48;20.46
20/04/2039;111.1;5.95;22.11
2039-04;97.63;5.82;20.56
2039-04;105.6;6.69;16.28
2039-04;104.92;3.32;19.33
2039-04;107.4;4.67;19.09
2039-04;106.31;6.27;19.75
2039-04;103.49;3.27;20.47
   2039-04   ;102.17;6.45;19.41
28/04/2039;108.43;5.36;18.68
2039-04;104.55;5.61;20.4
2039-04;101.84;3.35;17.27
2039-05;112.37;3.8;18.72
02/05/2039;103.14;4.22;15.46
2039-05;102.44;5;21.57
2039-05;105.21;3.43;22.02
2039-05;99.58;3.46;15.42
2039-05;104.12;6.08;17.37
2039-05;106.21;5.53;20.46
08/05/2039;103.11;4.5;20.31
09/05/2039;104.77;4.32;21.35
2039-05;103.86;5.88;14.92
   2039-05   ;103.56;5.16;21.85
2039-05;108.23;3.36;21.18
2039-05;111.55;5.68;16.98
2039-05;104.54;6.59;21.4
2039-05;112.03;6.08;19.89
2039-05;103.53;4.97;15.53
17/05/2039;105.62;3.82;20.81
2039-05;101.79;5.65;21.88
2039-05;107.41;6.63;15.59
2039-05;107.47;4.34;18.19
2039-05;109.32;4.33;20.26
2039-05;103.01;5.72;14.65
   2039-05   ;105.43;4.07;19.22
2039-05;105.18;6.06;17.69
2039-05;110.72;5.58;18.06
2039-05;105.97;5.72;20.83
   2039-05   ;106.68;4.74;15.87
2039-05;102.46;3.68;22.86
   2039-05   ;103.96;4.67;15.43
2039-05;105.04;4.72;18.47
31/05/2039;107.7;5.4;14.72
2039-06;105.02;NA;22.53
2039-06;97.88;5.12;21.86
2039-06;97.62;3.27;15.55
2039-06;99.54;4.97;15.65
   2039-06   ;99.9;6.17;21.87
2039-06;98.76;6.16;17
2039-06;100.9;NA;16.24
2039-06;98.6;3.63;15.81
2039-06;106.9;4.15;18.96
2039-06;105.23;4.28;18.61
2039-06;103.49;3.49;17.95
2039-06;104.31;5.75;22.15
13/06/2039;98.59;NA;17.96
2039-06;110.1;4.83;18.49
2039-06;107.64;4.4;17.72
   2039-06   ;103.08;3.99;17.05
2039-06;109.65;6.43;22.12
2039-06;94.82;6.45;17.21
2039-06;109.24;NA;19.24
2039-06;104.59;4.13;17.32
   2039-06   ;103.98;5.42;22.8
22/06/2039;99.39;5.85;20.63
2039-06;110.76;3.67;15.58
2039-06;105.89;4.03;16.49
2039-06;110.01;6.65;18.94
2039-06;101.87;4.81;18.76
2039-06;109.81;3.88;18.88
2039-06;110.77;3.69;21.71
   2039-06   ;103.87;5.41;21.98
2039-06;116.8;3.3;16.34
2039-07;105.92;6.45;18.67
2039-07;104.6;6.35;15.65
   2039-07   ;99.73;3.95;20.57
2039-07;106.31;6.64;22.87
2039-07;99.89;3.66;18.04
2039-07;106.18;3.81;21.22
2039-07;110.39;5.07;17.33
2039-07;100.2;5.3;20.89
   2039-07   ;101.72;3.91;18.64
2039-07;110.32;3.75;18.81
   2039-07   ;106.44;5.01;15.24
2039-07;115.61;NA;18.96
2039-07;109.33;6.08;18.07
2039-07;106.84;6.55;22.8
2039-07;107.86;NA;17.8
16/07/2039;105.32;4.99;20.46
2039-07;102.81;4.15;16.48
2039-07;101.82;5.98;20.58
2039-07;106.4;6.8;22.29
2039-07;102.57;3.71;17.16
2039-07;100.69;4.23;16.19
22/07/2039;105.83;6.31;16.06
2039-07;106.13;5.89;22.75
2039-07;110.13;5.88;19.4
25/07/2039;110.25;6.2;22.33
2039-07;112.4;3.38;15.88
2039-07;102.44;6.53;22.03
2039-07;107.35;6.61;16.4
2039-07;102.88;6.72;20.35
2039-07;109.04;5.07;14.67
2039-07;104.59;NA;18.17
   2039-08   ;102.59;4.4;19.96
2039-08;104.8;5.45;22.2
   2039-08   ;103.89;4.9;16.85
2039-08;104.52;3.23;18.9
2039-08;106.8;3.64;19.85
06/08/2039;109.67;3.29;17.24
2039-08;99.57;5.33;21.98
2039-08;107.09;6.26;21.17
09/08/2039;105.17;4.25;20.24
   2039-08   ;104.64;6.41;20.32
11/08/2039;105.21;4.91;19.23
2039-08;107.75;5.39;18.55
2039-08;104.83;5.97;17.8
2039-08;107.78;4.51;15.4
2039-08;111.94;3.74;18.73
2039-08;106.27;4.9;19.38
2039-08;103.48;4.92;21.98
2039-08;100.97;5.83;18.18
19/08/2039;105.39;3.4;15.65
2039-08;102.54;5.74;17.74
2039-08;106.64;4.69;20.6
2039-08;101.25;5.89;15.86
2039-08;105.88;5.32;17.38
24/08/2039;110.81;3.66;17.87
2039-08;99.76;5.36;15.58
2039-08;108.72;4.12;20.48
27/08/2039;101.37;3.3;18.33
2039-08;103.38;3.98;18.26
29/08/2039;100.25;4.98;19.91
30/08/2039;113.18;5.07;19.07
2039-08;108.51;4.62;16.8
01/09/2039;101.05;4.55;18.58
2039-09;110.66;4.35;20.08
2039-09;104.73;4.27;22.13
2039-09;101.51;4.87;15.41
2039-09;98.69;6.55;22.71
2039-09;102.73;6.02;20.61
2039-09;102.76;5.62;18.72
2039-09;111.32;6.1;16.65
2039-09;101.84;4.08;14.62
   2039-09   ;97.23;3.8;15.76
11/09/2039;103.24;6.33;22.12
12/09/2039;106.51;5.53;19.05
   2039-09   ;107.09;5.14;17.12
